,ID,Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District,Community Area,Year
143397,12658350,JF192988,03/31/2022 07:24:00 PM,035XX N CICERO AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,16,Portage Park,2022
143422,12682276,JF221746,04/20/2022 10:00:00 AM,061XX S KIMBARK AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,False,True,3,Woodlawn,2022
143424,12810392,JF376087,08/30/2022 11:39:00 AM,126XX S YALE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,5,West Pullman,2022
143436,12729736,JF278562,06/13/2022 08:25:00 PM,049XX W VAN BUREN ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,15,Austin,2022
143463,12733810,JF283151,06/16/2022 09:00:00 AM,061XX S DR MARTIN LUTHER KING JR DR,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,3,Washington Park,2022
143467,12649741,JF182855,03/22/2022 12:00:00 PM,062XX S MICHIGAN AVE,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,STREET,False,False,3,Washington Park,2022
143474,12730145,JF280057,06/14/2022 11:00:00 PM,013XX W 76TH ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,6,Auburn Gresham,2022
143490,12796604,JF359708,08/15/2022 05:57:00 PM,010XX E 41ST ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,2,Oakland,2022
143513,12764472,JF321581,07/18/2022 08:42:00 AM,029XX W JACKSON BLVD,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,11,East Garfield Park,2022
143536,12739623,JF291305,06/23/2022 01:01:00 PM,077XX S SOUTH SHORE DR,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,4,South Shore,2022
143545,12743957,JF296748,06/28/2022 12:10:00 AM,040XX N MONTICELLO AVE,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,False,True,17,Irving Park,2022
143547,12734680,JF284291,06/18/2022 04:51:00 AM,063XX S MAJOR AVE,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,8,Clearing,2022
143555,12735448,JF286470,06/19/2022 11:40:00 PM,037XX S DEARBORN ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,2,Douglas,2022
143591,12814645,JF381027,09/02/2022 11:45:00 AM,057XX S CALUMET AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,2,Washington Park,2022
143601,12811429,JF377200,08/28/2022 12:15:00 AM,100XX S ABERDEEN ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,22,Washington Heights,2022
143606,12702865,JF247260,03/21/2022 11:15:00 AM,030XX N LOWELL AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,25,Hermosa,2022
143615,12637226,JF167881,03/07/2022 12:00:00 PM,067XX S OGLESBY AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,3,South Shore,2022
143622,12631690,JF161297,03/02/2022 06:30:00 PM,054XX S CALIFORNIA AVE,OTHER OFFENSE,TELEPHONE THREAT,CURRENCY EXCHANGE,False,False,9,Gage Park,2022
143681,12669763,JF206741,04/13/2022 01:15:00 PM,003XX N CENTRAL PARK AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,11,East Garfield Park,2022
143713,12787127,JF347858,08/07/2022 12:30:00 PM,080XX S KIMBARK AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,4,Avalon Park,2022
143741,12735891,JF287051,06/20/2022 08:00:00 AM,051XX S INDIANA AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,2,Washington Park,2022
143767,12814491,JF380928,09/02/2022 09:17:00 PM,027XX E 79TH ST,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,STREET,True,False,4,South Chicago,2022
143790,12636067,JF166289,03/07/2022 01:05:00 PM,075XX S PHILLIPS AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,4,South Shore,2022
143793,12679858,JF218910,04/24/2022 09:30:00 PM,038XX W ARTHINGTON ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,11,West Garfield Park,2022
143853,12771526,JF330197,07/24/2022 09:18:00 PM,015XX S CENTRAL PARK AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,10,North Lawndale,2022
143877,12691718,JF233187,05/07/2022 03:00:00 AM,053XX S COTTAGE GROVE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,2,Hyde Park,2022
143883,12695405,JF237882,05/11/2022 06:00:00 AM,044XX W THOMAS ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,11,Humboldt Park,2022
143896,12685987,JF225188,04/29/2022 09:30:00 PM,025XX W CORTEZ ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,12,West Town,2022
143898,12765867,JF321893,07/18/2022 12:20:00 PM,070XX N SHERIDAN RD,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,True,False,24,Rogers Park,2022
143932,12724377,JF272945,06/04/2022 02:28:00 AM,070XX S COTTAGE GROVE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,3,Woodlawn,2022
143940,12744860,JF297837,06/28/2022 06:22:00 PM,092XX S KINGSTON AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,False,4,Calumet Heights,2022
143964,12701773,JF245867,05/17/2022 01:40:00 PM,082XX S HOMAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,8,Ashburn,2022
144013,12668181,JF205062,04/11/2022 07:45:00 PM,031XX W ROOSEVELT RD,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,11,North Lawndale,2022
144022,12753526,JF308361,07/06/2022 10:10:00 PM,039XX W 55TH PL,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,8,West Elsdon,2022
144035,12643384,JF175198,03/15/2022 05:42:00 AM,062XX S KEDZIE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,8,Chicago Lawn,2022
144042,12729553,JF278873,06/13/2022 09:17:00 AM,0000X E 26TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,1,Douglas,2022
144052,12822282,JF390105,09/09/2022 10:23:00 PM,120XX S EMERALD AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,5,West Pullman,2022
144054,12813096,JF379281,09/01/2022 05:10:00 PM,014XX W IRVING PARK RD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,False,False,19,Lake View,2022
144087,12758263,JF314054,06/26/2022 04:49:00 PM,072XX N DAMEN AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,24,Rogers Park,2022
144096,12668257,JF205119,04/11/2022 10:20:00 PM,039XX W LAWRENCE AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,17,Albany Park,2022
144118,12723662,JF272110,06/06/2022 04:35:00 PM,054XX S UNIVERSITY AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,2,Hyde Park,2022
144175,12715990,JF262793,05/31/2022 03:30:00 PM,071XX S ABERDEEN ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,7,Englewood,2022
144223,12722046,JF270193,06/06/2022 06:50:00 PM,010XX W 14TH ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,12,Near West Side,2022
144229,12729801,JF279734,06/14/2022 05:21:00 PM,016XX N LARAMIE AVE,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,True,False,25,Austin,2022
144276,12638748,JF169291,02/08/2022 09:00:00 AM,077XX S STEWART AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,6,Greater Grand Crossing,2022
144281,12773810,JF332724,07/26/2022 06:38:00 PM,021XX E 71ST ST,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,3,South Shore,2022
144282,12755935,JF310540,07/08/2022 04:14:00 PM,097XX S COMMERCIAL AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,4,South Deering,2022
144320,12641685,JF173204,03/14/2022 07:58:00 AM,025XX W ARTHUR AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,24,West Ridge,2022
144323,12793659,JF355475,08/13/2022 02:34:00 PM,006XX W SHERIDAN RD,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,True,19,Lake View,2022
144325,12637415,JF168128,03/04/2022 01:04:00 PM,015XX W JARVIS AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,24,Rogers Park,2022
144343,12773979,JF333041,07/26/2022 02:30:00 PM,023XX S KOSTNER AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE - COMMERCIAL,False,False,10,North Lawndale,2022
144347,12632270,JF161867,03/03/2022 11:45:00 AM,106XX S CHAMPLAIN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,5,Pullman,2022
144352,12651178,JF184421,03/22/2022 05:22:00 AM,062XX W 65TH ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,8,Clearing,2022
144353,12795253,JF358079,08/15/2022 08:10:00 PM,040XX S ROCKWELL ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,9,Brighton Park,2022
144359,12667871,JF204620,04/10/2022 09:19:00 PM,023XX E 70TH PL,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,3,South Shore,2022
144365,12811702,JF377656,08/31/2022 10:50:00 AM,002XX W 110TH ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,5,Roseland,2022
144367,12662698,JF198266,04/05/2022 03:19:00 PM,044XX W DAKIN ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE - YARD (FRONT / BACK),False,True,17,Irving Park,2022
144392,12765814,JF323324,07/19/2022 12:00:00 AM,007XX E 131ST ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,5,Riverdale,2022
144411,12680589,JF219795,04/21/2022 10:37:00 AM,079XX S KENWOOD AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,4,Avalon Park,2022
144418,12832112,JF401690,08/16/2022 09:54:00 AM,077XX W BERWYN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,16,Norwood Park,2022
144420,12817131,JF383969,09/04/2022 10:00:00 AM,088XX S CLYDE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,4,Calumet Heights,2022
144425,12832639,JF402606,09/19/2022 12:00:00 AM,002XX S CENTRAL PARK BLVD,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,False,True,11,East Garfield Park,2022
144449,12798163,JF361550,08/18/2022 03:00:00 PM,061XX S DREXEL AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,3,Woodlawn,2022
144464,12685243,JF225376,04/29/2022 09:16:00 PM,005XX W WINNECONNA PKWY,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,True,True,6,Greater Grand Crossing,2022
144469,12693639,JF235844,05/06/2022 06:00:00 PM,039XX N LAWNDALE AVE,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,OTHER (SPECIFY),False,False,17,Irving Park,2022
144470,12821751,JF389032,09/09/2022 06:30:00 AM,031XX W 64TH ST,OTHER OFFENSE,OTHER ARSON / EXPLOSIVE INCIDENT,STREET,False,False,8,Chicago Lawn,2022
144492,12824027,JF392167,09/11/2022 05:00:00 PM,047XX W VAN BUREN ST,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,False,False,11,Austin,2022
144509,12761797,JF318459,07/14/2022 03:00:00 PM,061XX N CLAREMONT AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,24,West Ridge,2022
144513,12807927,JF373046,08/27/2022 02:00:00 PM,052XX W GLADYS AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,15,Austin,2022
144520,12659375,JF194217,04/01/2022 07:20:00 PM,113XX S EDBROOKE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,5,Roseland,2022
144529,12664742,JF200841,04/07/2022 02:00:00 PM,060XX N CLARK ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,FIRE STATION,False,False,24,Edgewater,2022
144541,12747825,JF301351,07/01/2022 01:09:00 PM,092XX S BALTIMORE AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,4,South Chicago,2022
144543,12670374,JF207415,04/12/2022 01:51:00 PM,013XX W 76TH ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,6,Auburn Gresham,2022
144585,12715209,JF261984,05/31/2022 08:58:00 AM,071XX S SOUTH SHORE DR,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,3,South Shore,2022
144591,12653942,JF187692,03/26/2022 10:01:00 PM,047XX W IRVING PARK RD,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,17,Portage Park,2022
144609,12726753,JF274358,06/09/2022 11:00:00 AM,018XX S AVERS AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,10,North Lawndale,2022
144611,12637099,JF167536,03/08/2022 06:30:00 AM,011XX N LA SALLE DR,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,18,Near North Side,2022
144655,12790929,JF353224,08/11/2022 11:00:00 AM,036XX W 58TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,8,West Elsdon,2022
144660,12834832,JF405259,09/21/2022 01:50:00 PM,011XX W 18TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESTAURANT,False,False,12,Lower West Side,2022
144661,12702711,JF247055,05/16/2022 08:32:00 PM,131XX S ESCANABA AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,4,Hegewisch,2022
144663,12804140,JF368712,08/16/2022 12:00:00 AM,011XX S CENTRAL PARK AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,11,North Lawndale,2022
144666,12740607,JF292766,06/24/2022 12:00:00 AM,105XX S RHODES AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,5,Roseland,2022
144691,12749641,JF303569,07/03/2022 02:00:00 AM,049XX W GLADYS AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE - PORCH / HALLWAY,False,True,15,Austin,2022
144704,12791496,JF353768,08/11/2022 01:16:00 PM,014XX W ARMITAGE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,18,Lincoln Park,2022
144726,12656421,JF190495,03/28/2022 10:00:00 AM,003XX E RANDOLPH ST,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,1,Loop,2022
144730,12818279,JF385423,09/01/2022 07:48:00 PM,043XX W SHAKESPEARE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,25,Hermosa,2022
144743,12813120,JF379248,09/01/2022 04:55:00 PM,046XX W JACKSON BLVD,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,11,Austin,2022
144749,12677193,JF214719,04/21/2022 11:53:00 AM,079XX S ELIZABETH ST,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,False,False,6,Auburn Gresham,2022
144753,12800861,JF362854,08/18/2022 04:00:00 PM,001XX W 71ST ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,7,Greater Grand Crossing,2022
144757,12647873,JF180425,03/20/2022 01:30:00 PM,035XX N WESTERN AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SMALL RETAIL STORE,False,True,19,North Center,2022
144769,12808768,JF374245,08/29/2022 01:30:00 AM,003XX E 79TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,6,Chatham,2022
144830,12694695,JF236726,05/10/2022 10:45:00 AM,047XX S WESTERN AVE,OTHER OFFENSE,LICENSE VIOLATION,GAS STATION,False,False,9,New City,2022
144851,12662563,JF197972,04/05/2022 11:30:00 AM,027XX W MONROE ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,ALLEY,True,False,11,East Garfield Park,2022
144873,12730840,JF280956,02/11/2022 12:00:00 AM,007XX N AVERS AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER (SPECIFY),False,False,11,Humboldt Park,2022
144875,12761310,JF317881,07/14/2022 08:36:00 PM,009XX N HAMLIN AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,11,Humboldt Park,2022
144894,12683555,JF223301,04/28/2022 04:05:00 PM,035XX W DOUGLAS BLVD,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,10,North Lawndale,2022
144896,12710124,JF255708,05/25/2022 06:17:00 PM,082XX S MORGAN ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,6,Auburn Gresham,2022
144919,12668910,JF205744,04/12/2022 12:00:00 PM,010XX W MONTROSE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,19,Uptown,2022
144927,12718658,JF266090,06/01/2022 02:00:00 PM,115XX S OAKLEY AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,22,Morgan Park,2022
144928,12646555,JF178956,03/19/2022 02:09:00 AM,066XX S FRANCISCO AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,8,Chicago Lawn,2022
144938,12666441,JF202790,03/08/2022 05:00:00 PM,090XX S LANGLEY AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,6,Chatham,2022
145011,12821591,JF389279,09/03/2022 06:00:00 PM,038XX W 111TH ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SCHOOL - PUBLIC GROUNDS,False,False,22,Mount Greenwood,2022
145060,12738353,JF289797,06/22/2022 01:00:00 PM,057XX S DR MARTIN LUTHER KING JR DR,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,False,False,2,Washington Park,2022
145061,12677250,JF215704,04/21/2022 12:24:00 AM,009XX W LAWRENCE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,True,True,19,Uptown,2022
145063,12703569,JF247780,04/19/2022 10:23:00 AM,096XX S MERRION AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,4,South Deering,2022
145068,12724799,JF273484,06/09/2022 08:30:00 AM,041XX S EMERALD AVE,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,OTHER (SPECIFY),False,False,9,New City,2022
145094,12671455,JF208719,04/08/2022 12:00:00 PM,001XX W GERMANIA PL,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,18,Near North Side,2022
145097,12719578,JF267161,06/04/2022 06:52:00 AM,023XX N LECLAIRE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,25,Belmont Cragin,2022
145110,12647559,JF180210,03/20/2022 03:00:00 AM,053XX N WINTHROP AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,20,Edgewater,2022
145119,12738545,JF290261,06/22/2022 03:00:00 PM,048XX S PULASKI RD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,False,True,8,Archer Heights,2022
145145,12785717,JF346846,08/03/2022 12:00:00 PM,042XX N LOCKWOOD AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,True,False,16,Portage Park,2022
145166,12727473,JF276822,06/12/2022 09:20:00 AM,002XX N LEAMINGTON AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,15,Austin,2022
145181,12786817,JF345297,08/05/2022 02:00:00 PM,099XX S EMERALD AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,POLICE FACILITY / VEHICLE PARKING LOT,False,False,22,Washington Heights,2022
145190,12721573,JF260972,05/30/2022 11:29:00 AM,0000X E 51ST ST,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,False,False,2,Washington Park,2022
145222,12820584,JF387995,08/17/2022 12:00:00 AM,031XX N MAJOR AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,25,Belmont Cragin,2022
145250,12732933,JF281694,06/16/2022 07:30:00 AM,070XX S ABERDEEN ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,7,Englewood,2022
145256,12634582,JF164657,03/05/2022 02:00:00 PM,014XX E 72ND ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,3,South Shore,2022
145270,12659833,JF194777,04/02/2022 07:00:00 AM,087XX S BURLEY AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,4,South Chicago,2022
145289,12697522,JF240514,05/13/2022 07:49:00 AM,061XX S EVANS AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,3,Woodlawn,2022
145297,12672120,JF209533,04/01/2022 11:00:00 AM,010XX W 108TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,22,Morgan Park,2022
145302,12730940,JF281066,06/15/2022 12:00:00 PM,025XX E 72ND ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,3,South Shore,2022
145323,12827653,JF393850,09/12/2022 11:46:00 PM,064XX N ALBANY AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,24,West Ridge,2022
145327,12682602,JF202981,04/09/2022 08:47:00 PM,003XX E 47TH ST,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,False,False,2,Grand Boulevard,2022
145331,12780673,JF340940,08/02/2022 07:00:00 AM,035XX S WOOD ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,9,McKinley Park,2022
145341,12676781,JF214939,04/20/2022 04:51:00 PM,055XX N MANGO AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,16,Jefferson Park,2022
145349,12781908,JF342385,08/03/2022 08:00:00 AM,003XX E 120TH PL,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,5,West Pullman,2022
145361,12669294,JF206321,04/13/2022 04:45:00 AM,059XX N LEADER AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,16,Forest Glen,2022
145366,12741779,JF294020,06/25/2022 08:40:00 PM,028XX N CICERO AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,25,Belmont Cragin,2022
145376,12729648,JF279485,06/13/2022 09:44:00 PM,007XX N ELIZABETH ST,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,True,12,West Town,2022
145395,12746288,JF299497,06/29/2022 09:00:00 PM,011XX W COLUMBIA AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,24,Rogers Park,2022
145399,12827334,JF396291,09/14/2022 12:19:00 AM,025XX N PULASKI RD,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,25,Logan Square,2022
145417,12733014,JF283547,06/17/2022 04:00:00 PM,079XX S GREENWOOD AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,6,Chatham,2022
145422,12641528,JF173056,03/13/2022 11:47:00 PM,079XX S NORMAL AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,6,Chatham,2022
145461,12759172,JF315221,07/12/2022 03:30:00 PM,035XX W FLOURNOY ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,11,East Garfield Park,2022
145462,12670053,JF207126,04/13/2022 08:49:00 PM,035XX W NORTH AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,14,Humboldt Park,2022
145475,12661061,JF196361,04/04/2022 12:43:00 AM,017XX W 21ST ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,ALLEY,False,False,12,Lower West Side,2022
145486,12682108,JF221567,04/26/2022 10:00:00 AM,051XX S JUSTINE ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,9,New City,2022
145497,12782263,JF342854,08/01/2022 12:00:00 AM,035XX N NEWCASTLE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER (SPECIFY),False,True,16,Dunning,2022
145507,12758186,JF313836,07/11/2022 02:00:00 AM,010XX N LAWNDALE AVE,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,APARTMENT,False,False,11,Humboldt Park,2022
145534,12682271,JF221673,04/27/2022 09:19:00 AM,087XX S WABASH AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,6,Chatham,2022
145535,12793023,JF355607,08/13/2022 04:15:00 PM,062XX S MORGAN ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,7,Englewood,2022
145569,12815159,JF381693,09/01/2022 06:44:00 PM,033XX W OGDEN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,POLICE FACILITY / VEHICLE PARKING LOT,False,True,10,North Lawndale,2022
145572,12823167,JF391122,09/10/2022 07:30:00 PM,008XX N KEDZIE AVE,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,True,11,Humboldt Park,2022
145574,12637622,JF168409,03/09/2022 03:45:00 PM,068XX S RIDGELAND AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False,3,South Shore,2022
145583,12768697,JF325543,07/21/2022 04:30:00 AM,007XX E 37TH ST,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,STREET,False,False,2,Oakland,2022
145588,12810645,JF376323,08/30/2022 01:15:00 AM,013XX W 13TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,12,Near West Side,2022
145603,12756291,JF311022,07/09/2022 10:36:00 AM,040XX S ROCKWELL ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,9,Brighton Park,2022
